station;lon;lat;date;value;uncertainty;source
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2002-10-21 02:29:00;93.89;0.07;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2002-11-25 02:29:00;93.78;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2002-12-30 02:29:00;97.42;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2003-02-03 02:29:00;99.33;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2003-03-10 02:29:00;100.94;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2003-04-14 02:29:00;102.92;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2003-07-28 02:29:00;94.21;0.05;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2003-09-01 02:30:00;93.39;0.00;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2003-10-06 02:29:00;94.09;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2003-11-10 02:29:00;94.40;0.06;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2003-12-15 02:29:00;94.26;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-01-19 02:29:00;99.85;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-02-23 02:29:00;100.26;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-03-29 02:29:00;101.77;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-05-03 02:29:00;100.78;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-06-07 02:30:00;96.24;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-07-12 02:30:00;95.42;0.04;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-08-16 02:29:00;94.13;0.04;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-09-20 02:29:00;95.34;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-10-25 02:30:00;94.04;0.05;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2004-11-29 02:29:00;96.33;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2005-01-03 02:29:00;98.00;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2005-03-14 02:29:00;101.89;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2005-04-18 02:30:00;101.26;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2005-05-23 02:30:00;97.20;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2005-06-27 02:30:00;94.89;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2005-08-01 02:30:00;96.06;0.06;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2005-09-05 02:29:00;93.47;0.04;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2005-10-10 02:29:00;93.28;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2005-12-19 02:29:00;97.60;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2006-01-23 02:29:00;99.03;0.04;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2006-02-27 02:29:00;102.90;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2006-04-03 02:29:00;101.94;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2006-05-08 02:29:00;101.08;0.04;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2006-07-17 02:30:00;94.68;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2006-08-21 02:29:00;94.08;0.04;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2006-09-25 02:29:00;93.09;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2006-10-30 02:29:00;94.37;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2006-12-04 02:29:00;95.19;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-01-08 02:29:00;99.07;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-02-12 02:29:00;101.19;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-03-19 02:29:00;102.14;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-04-23 02:29:00;101.24;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-05-28 02:29:00;99.14;0.00;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-08-06 02:29:00;94.18;0.05;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-09-10 02:29:00;93.78;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-10-15 02:29:00;94.06;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-11-19 02:29:00;94.17;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2007-12-24 02:29:00;98.57;0.04;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2008-01-28 02:29:00;100.77;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2008-03-03 02:29:00;101.22;0.02;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2008-04-07 02:29:00;101.94;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2008-05-12 02:29:00;98.28;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2008-06-16 02:29:00;95.96;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2008-07-21 02:29:00;94.11;0.00;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2008-09-29 02:29:00;93.43;0.04;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2008-11-03 02:29:00;93.18;0.06;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2008-12-08 02:29:00;96.18;0.04;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2009-01-12 02:29:00;98.77;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2009-02-16 02:29:00;99.03;0.03;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2009-03-23 02:29:00;102.60;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2009-04-27 02:29:00;105.16;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2009-06-01 02:29:00;101.21;0.01;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2009-07-06 02:29:00;96.89;0.05;hydroweb-ENV
AMAZONAS_ABUNA-KM0146-EXP;-65.968;-9.775;2009-08-10 02:29:00;95.25;0.01;hydroweb-ENV
